"Pt-0","true","-0.13727469875640774","-0.9745088002605586","-0.049966422933320986","-1.0023740797243006"
"Pt-1","true","0.08120462814426499","-0.8979004832413556","0.04616139252066209","-1.0029062003178408"
"Pt-2","true","-0.017145050475988577","-0.6434257512375381","0.008126722528413843","-0.6653310997989969"
"Pt-3","true","-0.38786368017457495","-1.4389463588459992","-0.32847612713154795","-1.4932788137336654"
"Pt-4","true","-1.1575005695597347","-1.582485625962274","-1.1609327789583","-1.689052900381255"
"Pt-5","true","-1.5834707359991929","-1.5147547311627572","-1.6877109679516804","-1.5703872187466676"
"Pt-6","true","-1.3862911735006067","-1.1894133768894908","-1.3626420150765255","-1.3139302539197601"
"Pt-7","true","-1.090257404672347","-1.2446240791734968","-1.0423076807651293","-1.2833839616574674"
"Pt-8","true","-0.7146446875294592","-1.1671188855664634","-0.7146446875294592","-1.1671188855664634"
"Pt-9","true","-0.7108533639129383","-1.2524088915144835","-0.7161701298819789","-1.2803080839023364"
"Pt-10","true","-1.1678656622432504","-1.0938087958229508","-1.152752256768495","-1.1072971132366058"
"Pt-11","true","-1.5117759197026783","-1.1859704909648738","-1.5040408227789193","-1.2252639172700093"
"Pt-12","true","-1.9339998628251542","-3.5558036662017294","-1.8886270905403437","-3.6581421008845605"
"Pt-13","true","-0.08687691398037067","-2.8230338571188414","-0.11846422349528574","-2.839656494050687"
"Pt-14","true","0.058031866991055336","-2.817536948514123","0.10199607930313492","-2.8408768636869173"
"Pt-15","true","0.023644084639091068","-2.2021385163866047","-0.008442995298280076","-2.3090448963692323"
"Pt-16","true","2.224812186757884","-3.433300066896308","2.2689322293352423","-3.495107313979069"
"Pt-17","true","2.74251012187167","-3.207014576493705","2.7761806564169373","-3.302965656584383"
"Pt-18","true","3.7024693111685103","-2.7318175749760307","3.7024693111685103","-2.7318175749760307"
"Pt-19","true","4.772783160313564","-0.6798201402315969","4.920354918586428","-0.7072272564103206"
"Pt-20","true","4.519610971306141","-1.5824863397026043","4.602153685381989","-1.6154424230490667"
"Pt-21","true","4.791905250847487","0.10596287845827357","4.9955120836336775","0.06051876055129002"
"Pt-22","true","4.680636734017178","1.234438022565259","4.7151024099797","1.28212958353301"
"Pt-23","true","4.887045533034927","0.8331358170821902","4.958828989687131","0.8258981206088769"
"Pt-24","true","3.7590327864647586","2.924478604945303","3.7590327864647586","2.924478604945303"
"Pt-25","true","4.029508744617718","2.4812667149978456","4.00048203837456","2.427559752884385"
"Pt-26","true","2.5911080698249016","3.4929710378263015","2.5911080698249016","3.4929710378263015"
"Pt-27","true","1.943276919844314","3.207805977955644","1.943276919844314","3.207805977955644"
"Pt-28","true","-0.06362885348942937","2.8334552540254805","0.029130709915343833","2.874952028924418"
