config_tag,marker,class,hemisphere,region,n_slices,mean_density,sd_density,min_density,max_density,cv,total_count
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp,3,4395.275333333334,185.7282498230501,4235.999,4599.285,0.042256340214799605,16937
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp1,3,3090.5626666666667,122.50345003032912,2949.996,3174.552,0.03963791168242367,1903
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp2/3,3,4449.297333333333,206.58371286801236,4268.297,4674.356,0.046430637781908715,4862
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp4,3,5413.017,85.24515251320742,5354.334,5510.798,0.015748177497541097,3102
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp5,3,4230.870666666667,295.28875560937536,3917.36,4503.724,0.0697938506926806,3726
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp6a,3,4777.654333333333,183.1184624070802,4588.925,4954.592,0.03832811033009997,2753
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISp6b,3,5213.263333333333,227.55592497303508,5070.829,5475.703,0.043649420799071165,591
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm,3,4196.675666666667,648.0954673274098,3566.813,4861.582,0.15443067770881105,3222
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm1,3,1917.452,807.9187937552882,997.251,2510.426,0.4213502052490953,226
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm2/3,3,4392.696333333333,997.3333059836785,3428.533,5420.182,0.2270435355195306,834
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm4,3,5480.043333333332,511.41899779078733,5160.842,6069.914,0.0933238966706688,355
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm5,3,4472.357333333333,392.9497369770509,4174.173,4917.632,0.08786188304953217,1061
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm6a,3,4661.716333333333,1093.4274894506414,3689.887,5845.66,0.23455470287459393,617
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISpm6b,3,5116.215666666667,1617.7401345115145,3541.299,6773.623,0.31619858112148536,129
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl,4,2702.684,1829.4110303060197,0.0,4031.602,0.6768867652696429,2155
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl1,3,2504.557666666667,371.1783226487415,2126.54,2868.496,0.14820114848573054,289
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl2/3,3,3990.005333333333,537.0352742691425,3402.302,4455.206,0.1345951269244275,661
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl4,3,4494.553,905.8919357097734,3651.445,5452.313,0.20155328810446188,333
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl5,3,3489.4483333333333,464.3570362967846,2957.23,3811.995,0.13307462725868835,414
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl6a,2,3521.246,1163.2302530316174,2698.718,4343.774,0.3303462050170926,364
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VISrl6b,2,5104.7675,315.2416380818051,4881.858,5327.677,0.061754357682657454,97
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VL,5,1679.4944,1371.8504394861343,5.346,3124.983,0.8168234675186379,968
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VM,3,3655.402666666667,230.45081190860097,3445.62,3902.072,0.06304389226666163,3956
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VMH,1,4543.527,,4543.527,4543.527,,87
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VP,4,3061.04175,2046.2650318529736,0.0,4282.97,0.6684864823725366,13354
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VPL,4,3711.4805,504.8246241567463,2994.665,4117.506,0.1360170487644341,3301
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VPLpc,1,2592.153,,2592.153,2592.153,,13
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VPM,3,4176.0560000000005,242.52607703915075,4014.788,4454.966,0.05807538908461733,9601
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VPMpc,1,3223.981,,3223.981,3223.981,,495
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: VS,5,1414.9536,903.4690627994962,151.125,2437.548,0.6385149751903498,1478
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: Xi,3,3600.452333333333,349.2531804541416,3204.831,3866.017,0.09700258415330823,351
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ZI,3,4833.173333333333,322.2260878906818,4565.62,5190.872,0.06666967345622789,4068
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: aco,1,4746.869,,4746.869,4746.869,,77
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: act,2,4759.7645,912.5842336247651,4114.47,5405.059,0.1917288625571213,1567
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: alv,5,3896.5026,335.71721079325056,3423.108,4318.94,0.08615860048271251,2727
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: amc,3,4096.272333333333,506.83264624956166,3519.474,4470.445,0.12373021249715778,648
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ar,3,4570.390333333333,328.71612552829424,4200.664,4829.625,0.07192298721858861,2814
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: bsc,3,3800.131,963.258753119327,2696.24,4470.127,0.25348040715420783,588
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: cc,5,4561.0628,191.03809643811934,4273.44,4807.188,0.04188455735319394,13042
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ccb,2,4108.8765,531.1510368628688,3733.296,4484.457,0.12926916563758212,3289
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ccs,5,4151.1764,1064.2111916646525,2689.318,5211.661,0.25636376032217095,3167
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: chpl,5,1413.401,2946.8764954777967,0.0,6682.167,2.0849543020542622,61
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: cing,5,4409.871,379.775231306624,3994.297,4956.565,0.08611935163332986,2206
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: cm,5,1901.827,883.3177112701294,862.296,3037.575,0.4644574460611451,2963
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: cst,5,1599.4994000000002,2190.501468035756,0.0,4049.735,1.369491897299715,3299
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: dhc,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ec,5,693.4174,1550.5284431811626,0.0,3467.087,2.2360679774997894,164
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: ee,3,3245.142333333333,341.90451718328217,2852.838,3479.657,0.10535886628802686,212
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: em,4,4324.3005,1111.6537680628505,3019.529,5733.661,0.257071350167004,339
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: eps,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: epsc,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fa,5,3027.0504,1720.4081842624732,0.0,4244.706,0.5683447438676519,954
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fi,5,3732.8386,1033.4411545508044,2357.595,5131.16,0.27685128270769715,3529
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fiber tracts,5,4051.1528,195.54883032045996,3717.939,4198.38,0.04826992216152893,57683
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fp,3,4969.595333333334,144.86199293580574,4806.302,5082.65,0.029149655700163462,5256
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fr,3,1507.4470000000001,2610.9747937172815,0.0,4522.341,1.7320508075688772,179
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fx,5,1945.5777999999998,2664.3875197692623,0.0,4920.052,1.3694582245794862,558
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fxpo,5,4370.2658,533.4766243985763,3508.981,4816.56,0.12206960601768804,892
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: fxs,5,4053.3142,219.51694019186738,3815.864,4388.142,0.054157395494251935,9797
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: grey,5,719.1188,1262.2896360680063,0.0,2914.715,1.7553283769914045,89343
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: hbc,1,448.325,,448.325,448.325,,31
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: hc,5,4580.6198,377.0933589559752,3928.445,4854.844,0.08232365387670358,2649
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: int,5,2582.0752,2374.1262719103,0.0,4727.451,0.9194644183524554,4486
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: lfbs,5,4438.2648,45.20189756193883,4378.961,4504.514,0.010184587806013473,31261
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: lfbst,5,3582.3666,2004.1443075742573,0.0,4607.505,0.5594470168335808,9837
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: lot,4,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: lotg,4,2061.45075,1349.7015715669334,876.762,3559.401,0.6547338429341246,462
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mct,2,4084.938,209.71231495074403,3936.649,4233.227,0.05133794318316313,56
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfb,2,4693.1865,160.3555545171417,4579.798,4806.575,0.03416773540048786,5
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfbc,5,4218.1666,179.84837794458954,3938.003,4400.088,0.04263662273192092,15934
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfbs,5,4163.6532,304.84265435171625,3637.791,4418.494,0.07321518861170193,18059
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfbse,5,2226.3204,2306.501354249505,0.0,4671.93,1.0360150112488322,598
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfbsma,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mfsbshy,5,3963.5204,927.0266034282943,2370.227,4683.166,0.2338897015462048,2125
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: mtt,3,3727.019666666667,151.21155301541413,3570.377,3872.141,0.04057170783610411,415
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: nst,3,4176.5813333333335,583.026014224351,3738.721,4838.375,0.13959407651689076,333
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: och,3,1195.8566666666668,500.5909221373609,618.758,1512.851,0.4186044499235088,181
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: opt,3,1875.5763333333332,1433.4616979247592,311.285,3126.291,0.7642779834917014,1512
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: or,5,4600.176799999999,267.2415582159706,4344.924,5040.62,0.058093758095552034,7281
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: pc,2,2836.446,1751.5388523381375,1597.921,4074.971,0.6175117919883324,129
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: root,5,3695.8694000000005,107.98836080939472,3524.299,3806.985,0.02921866254510906,508502
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: sAMY,3,3926.966,123.06475649429434,3821.24,4062.057,0.03133838095218913,13882
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: scwm,5,4962.854,478.2687267274543,4303.817,5545.162,0.09636969508421046,1455
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: sm,2,4613.4655,99.22475907000184,4543.303,4683.628,0.021507640854798164,1107
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: st,5,4705.649,914.4274196247071,3678.405,5971.479,0.19432546278413607,1716
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: stc,2,3571.8514999999998,183.70139200479667,3441.955,3701.748,0.05143029938528987,327
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Left,Left: sup,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AAA,1,4067.523,,4067.523,4067.523,,2160
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ACB,2,4068.7425,261.21585157202844,3884.035,4253.45,0.06420063485758276,1585
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AD,2,4007.4799999999996,98.3840091071713,3937.912,4077.048,0.024550093601757538,863
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ADP,1,4479.829,,4479.829,4479.829,,317
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AHN,3,4190.383666666667,395.6886771343519,3943.047,4646.75,0.09442779196614978,4428
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AI,5,2684.9456,305.1754536800101,2217.181,2991.389,0.11366168971170593,6685
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp,5,2684.9456,305.1754536800101,2217.181,2991.389,0.11366168971170593,6685
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp1,5,1066.4532,446.5072704191949,636.532,1546.801,0.4186843552245846,394
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp2/3,5,2932.2398000000003,635.9272363664729,1908.757,3565.458,0.21687422575959608,2324
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp5,5,2941.2752,275.7242495840728,2486.97,3162.59,0.09374309809026807,2313
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp6a,5,3266.6731999999997,467.4642266919469,2735.247,3859.287,0.14310100768327452,1545
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AIp6b,4,2605.44375,1879.6082846484044,0.0,4289.6,0.7214157989971591,109
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AM,2,4377.127,458.6266298504701,4052.829,4701.425,0.10477800389398573,1334
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AMd,2,4114.6175,603.8444423959702,3687.635,4541.6,0.1467559116724629,826
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AMv,2,4928.6849999999995,244.337919811886,4755.912,5101.458,0.04957466744413287,508
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: APN,3,3107.074666666667,2693.8351188343604,0.0,4788.334,0.8670004450599064,3453
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ASO,1,6479.001,,6479.001,6479.001,,39
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ATN,2,4321.599,292.45795048519363,4114.8,4528.398,0.0676735510363626,9468
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUD,3,3615.523333333333,48.65871663261712,3566.029,3663.301,0.013458277584328628,22697
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd,2,3820.674,169.28560605674656,3700.971,3940.377,0.044307786023289754,4334
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd1,1,2624.968,,2624.968,2624.968,,224
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd2/3,1,3813.025,,3813.025,3813.025,,627
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd4,1,4241.253,,4241.253,4241.253,,364
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd5,2,3810.6549999999997,200.54538263944136,3668.848,3952.462,0.05262753585392573,1552
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd6a,2,4070.4195,443.1021004695191,3757.099,4383.74,0.1088590747144168,1351
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDd6b,2,3804.895,251.6140485902965,3626.977,3982.813,0.0661290386700018,216
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp,3,3533.326333333333,145.95574334822658,3374.334,3661.239,0.04130831108671817,10569
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp1,3,2483.335,291.98941708048267,2160.156,2728.137,0.11757955212666944,1302
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp2/3,3,3500.233666666667,260.3625330214264,3328.585,3799.813,0.07438432910948317,2445
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp4,3,4325.314333333333,148.80244121093364,4153.678,4418.053,0.03440268839288219,1515
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp5,3,3720.083666666667,66.58011680924983,3645.372,3773.141,0.017897478329810815,3554
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp6a,2,4060.1054999999997,395.25359880018783,3780.619,4339.592,0.09735057347652366,1495
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDp6b,2,4125.7235,344.46918977537035,3882.147,4369.3,0.08349303819690543,258
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo,2,3729.2295000000004,415.40472785044244,3435.494,4022.965,0.11139156971981543,2268
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo1,2,2330.702,357.55278654766533,2077.874,2583.53,0.15340991106871033,291
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo2/3,2,3980.742,223.92374703903124,3822.404,4139.08,0.05625176086242998,733
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo4,2,4786.2805,504.05894764848665,4429.857,5142.704,0.10531329027801163,378
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo5,2,3704.984,118.19148426176915,3621.41,3788.558,0.03190067332592236,558
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo6a,1,4838.362,,4838.362,4838.362,,244
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDpo6b,1,5382.12,,5382.12,5382.12,,64
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv,3,3443.6929999999998,411.90420401350605,2991.741,3798.003,0.11961118601847089,5526
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv1,3,1778.7106666666668,646.2207466379684,1333.25,2519.876,0.3633085238359743,347
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv2/3,3,3303.7343333333333,298.7348231397427,3033.54,3624.543,0.09042337942419583,1001
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv4,3,3833.7350000000006,606.4557975788508,3133.832,4203.447,0.15818928475203703,762
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv5,3,3533.102666666666,783.8868510501583,2643.04,4120.682,0.221869253459799,1921
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv6a,3,4078.2306666666664,515.3461037073365,3738.205,4671.172,0.12636511905015752,1332
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AUDv6b,3,3612.2836666666662,720.9047512205292,3120.767,4439.86,0.19957035984545582,163
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AV,2,4731.7875,42.339432737106875,4701.849,4761.726,0.008947872814894344,3666
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AVP,2,4298.759,110.7810051949338,4220.425,4377.093,0.025770461939116335,833
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: AVPV,2,4046.2965,36.36296622251833,4020.584,4072.009,0.008986728041931265,1552
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BAC,1,5547.232,,5547.232,5547.232,,190
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BLA,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BLAa,3,3239.078666666667,850.517584680254,2715.571,4220.44,0.26258009520822195,1813
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BMA,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BMAa,3,3547.0346666666665,150.79316991274263,3374.231,3651.95,0.04251246014870524,1905
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BS,5,2890.9773999999998,1535.5636718164114,592.988,4335.757,0.5311572729058386,80566
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: BST,2,2159.2225,3053.6017436811403,0.0,4318.445,1.4142135623730951,3800
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CA,5,2751.0614,223.22813067420515,2514.215,3038.793,0.08114254762696504,22827
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CA1,5,2608.1952,236.51518279636932,2255.625,2902.407,0.09068154975377966,13771
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CA2,5,2510.3266,514.0887325368063,1770.958,3051.723,0.20478958097994354,673
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CA3,5,3045.1072,280.87565568895434,2762.494,3397.114,0.09223834736883954,8383
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CEA,3,3074.8343333333337,1201.148513311461,1738.09,4063.509,0.3906384484816562,6096
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CEAc,3,3442.1156666666666,465.11659876780715,2955.643,3882.435,0.13512520897306873,1692
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CEAl,3,3992.486666666666,360.04193714945677,3742.344,4405.137,0.09017987214721405,1696
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CEAm,3,3933.3089999999997,254.34493694783856,3644.394,4123.455,0.06466436706290773,4216
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: CH,5,2583.9102,1173.0631162301968,703.399,3658.713,0.4539875713289869,231310
