config_tag,marker,class,hemisphere,region,n_slices,mean_density,sd_density,min_density,max_density,cv,total_count
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: TEa6a,2,4287.4815,822.6006530780901,3705.815,4869.148,0.19186103848566813,1417
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: TEa6b,2,4542.2185,600.8646944200501,4117.343,4967.094,0.1322844100124312,172
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: TH,5,2836.7604,1325.2047298879143,1448.37,4329.691,0.46715426861144643,48937
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: V3,5,1776.7097999999999,696.3757670171328,1004.265,2811.397,0.39194682610358367,945
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VAL,3,3758.980333333333,366.35230171289095,3409.204,4139.918,0.09746055292287802,1572
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VENT,4,3782.0815000000002,593.3791915082631,2955.163,4309.416,0.15689222760225108,17376
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VIS,5,4184.3574,331.5127185392741,3649.827,4542.585,0.07922667373950278,28587
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC,5,3203.1544000000004,687.5134036586487,2000.974,3674.278,0.2146363608506192,7505
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC1,4,1164.10075,994.3611922942872,0.0,2352.812,0.8541882584426538,399
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC2/3,4,3765.335,260.99463570349474,3535.018,4076.182,0.0693151169028771,1839
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC4,4,3974.5085,640.0968235730695,3186.912,4586.715,0.16105056098711817,698
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC5,4,3638.5195000000003,310.55631601960147,3436.806,4101.58,0.08535238467722969,2405
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC6a,5,3528.0883999999996,912.1218056933517,1961.616,4269.411,0.258531448841631,1974
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISC6b,5,3831.7392,1110.7050505126012,2041.945,5000.385,0.2898696890729414,190
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa,2,4214.8445,173.3026796806672,4092.301,4337.388,0.041117217890403124,6006
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa1,2,3248.6795,176.06888140866948,3124.18,3373.179,0.05419706111626877,515
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa2/3,2,4321.608,90.74442744323225,4257.442,4385.774,0.020997838638588288,1408
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa4,2,4513.032499999999,113.06425299138567,4433.084,4592.981,0.02505283376341422,741
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa5,2,3976.3459999999995,234.2927608783506,3810.676,4142.016,0.05892162323860917,1647
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa6a,2,4666.5715,287.00969273615135,4463.625,4869.518,0.061503331243537435,1457
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISa6b,2,4417.6224999999995,388.8783240610094,4142.644,4692.601,0.08802887165234455,238
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal,3,4115.713,868.7585864387182,3129.162,4766.403,0.21108337399588317,5518
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal1,3,2850.3366666666666,621.9253813331093,2140.323,3298.626,0.21819365712346586,595
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal2/3,3,4166.13,738.9445586828552,3374.804,4838.183,0.17736953928054458,1536
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal4,3,4505.038333333333,1712.4523937880242,2539.092,5671.817,0.38011938347280605,844
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal5,3,4377.345333333334,994.4078793484758,3246.843,5116.724,0.2271714483607437,1620
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal6a,3,4174.298666666667,839.407553176842,3663.519,5143.084,0.20108948118155148,752
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISal6b,2,5043.342000000001,171.7392665874631,4921.904,5164.78,0.03405267114295701,171
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam,2,4196.7474999999995,47.820924504864635,4162.933,4230.562,0.01139475856121071,2976
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam1,2,2908.1825,110.36027666012778,2830.146,2986.219,0.03794819501875408,521
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam2/3,2,4862.1365000000005,108.17673091982407,4785.644,4938.629,0.02224880583254379,1157
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam4,2,4501.411,215.20229199987665,4349.24,4653.582,0.04780774117268489,247
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam5,2,4291.692,182.4759759530001,4162.662,4420.722,0.042518423025930126,751
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam6a,2,4908.4055,204.97257819645046,4763.468,5053.343,0.041759503813702935,282
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISam6b,1,3954.17,,3954.17,3954.17,,18
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl,2,2266.193,3204.8808755549717,0.0,4532.386,1.4142135623730951,1097
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl1,2,2693.4905,782.527497574686,2140.16,3246.821,0.2905254344036803,162
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl2/3,1,4857.421,,4857.421,4857.421,,352
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl4,1,5270.927,,5270.927,5270.927,,214
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl5,1,4320.545,,4320.545,4320.545,,233
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl6a,1,5143.874,,5143.874,5143.874,,121
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISl6b,1,6050.356,,6050.356,6050.356,,21
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp,3,4238.691666666667,379.20537456678204,3819.343,4557.484,0.08946283532460654,15905
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp1,3,2949.311,438.17144723384257,2456.321,3294.37,0.14856739327722393,1740
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp2/3,3,4214.225333333333,196.56252263932026,4001.0,4388.203,0.04664262280532704,4450
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp4,3,4901.133333333333,852.4073839487389,3920.231,5462.092,0.1739204640998828,2723
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp5,3,4038.74,442.43330097089176,3646.116,4518.128,0.10954735907012875,3489
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp6a,3,5059.542333333334,185.29850254206912,4853.175,5211.664,0.036623569946491685,2874
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISp6b,3,5470.927333333333,450.7779092794291,4981.399,5868.898,0.08239515566820343,629
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm,3,4048.384,202.5693117996901,3818.798,4201.933,0.05003707943705194,3085
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm1,3,2356.662333333333,703.8906635595712,1852.105,3160.782,0.298681170231107,267
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm2/3,3,4403.435333333334,239.59270044459547,4128.794,4569.631,0.05441040512867653,805
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm4,3,4554.4906666666675,732.6669972889001,3891.385,5341.037,0.1608669444974674,277
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm5,3,4191.284000000001,86.38229694213989,4093.119,4255.684,0.020609984181969028,976
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm6a,3,4440.6883333333335,367.2374915532638,4074.718,4809.18,0.08269832602226392,623
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISpm6b,3,4600.843666666667,436.3402388163777,4147.308,5017.669,0.09483917960040322,137
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl,4,4152.44375,355.48907402560684,3716.253,4515.187,0.08560960615676173,3074
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl1,3,3477.744,687.625071925828,2813.055,4186.213,0.19772158960689112,429
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl2/3,3,4666.409333333333,305.8158618913236,4439.831,5014.262,0.06553558422464231,834
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl4,3,5255.811000000001,377.8539805837697,4823.832,5524.897,0.07189261192683102,451
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl5,3,3935.6030000000005,798.8753242659335,3089.298,4676.604,0.20298676575506558,647
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl6a,3,4633.227666666667,756.1300932421178,3761.412,5110.194,0.16319726714100988,602
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VISrl6b,2,4387.1849999999995,790.6033641226172,3828.144,4946.226,0.1802074369151557,111
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VL,5,2228.6074,2108.3824928230642,344.374,5243.61,0.9460537970138053,1374
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VM,3,3642.938,36.17426788478233,3612.537,3682.946,0.009929970777647693,3901
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VMH,1,1962.213,,1962.213,1962.213,,4
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VP,4,2723.90575,1935.1631920742282,0.0,4262.878,0.7104369129050182,11815
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VPL,4,4300.54775,596.8620441315707,3915.315,5184.149,0.13878744728077272,3289
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VPLpc,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VPM,3,3982.9426666666673,362.61269355792473,3649.846,4369.202,0.09104140428448497,9264
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VPMpc,1,3484.981,,3484.981,3484.981,,482
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: VS,5,1961.0756000000001,1432.5475798689201,763.349,4246.372,0.7304907469497454,2319
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: Xi,3,3990.083666666667,576.1368452940093,3333.315,4410.255,0.14439217154945438,464
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ZI,3,4626.490000000001,433.4235131865831,4262.969,5106.152,0.09368301091898674,3524
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: aco,1,3892.729,,3892.729,3892.729,,85
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: act,2,4822.475,306.36391244400875,4605.843,5039.107,0.06352835679687478,1872
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: alv,5,3873.3844,890.4052781595021,2401.654,4615.918,0.22987785001651326,2938
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: amc,3,3973.2863333333335,178.79905730269752,3822.751,4170.92,0.045000295046115274,643
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ar,3,4429.008333333333,344.2212182250439,4034.156,4665.893,0.07771970434880131,2342
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: bsc,3,3638.8790000000004,782.6893209588336,2735.108,4091.793,0.21509077959416445,544
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: cc,5,4493.0306,343.03777147538716,3908.536,4812.962,0.07634886160699354,13147
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ccb,3,4482.1973333333335,74.25951496160845,4409.357,4557.799,0.016567658547595208,3864
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ccs,5,4617.8096,740.9954313791685,3461.813,5480.269,0.1604646998393283,3170
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: chpl,5,2897.2051999999994,4016.9616491055394,46.141,8799.514,1.3864953884196882,104
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: cing,5,4474.7844,181.9734596494774,4299.725,4706.928,0.04066641951497762,2153
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: cm,5,1920.1752000000001,945.2453853665196,897.746,3212.156,0.49227038520574556,2912
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: cst,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: dhc,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ec,5,759.6292000000001,1698.5825288937833,0.0,3798.146,2.2360679774997894,379
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: ee,3,2625.972333333333,668.341855683402,2095.964,3376.774,0.2545121466816934,142
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: em,3,3946.1993333333335,444.77007076615774,3434.172,4236.73,0.11270846533503995,310
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: eps,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: epsc,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fa,5,3097.436,1738.5465114980389,0.0,4031.938,0.5612856929079532,801
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fi,5,4776.991800000001,343.1337455507694,4308.394,5211.112,0.07183050754886566,4331
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fiber tracts,5,4146.652,173.93700550342925,3934.185,4302.11,0.04194637155551738,60540
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fp,3,4667.066666666667,564.6120662059333,4039.568,5134.018,0.12097793036438304,4791
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fr,3,1485.6176666666668,2573.165279288591,0.0,4456.853,1.7320508075688772,171
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fx,5,1893.3758000000003,2593.788804394876,0.0,4843.943,1.3699281486511423,730
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fxpo,5,4522.2094,280.1242291355749,4087.055,4822.265,0.06194410836782015,1095
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: fxs,5,4214.9492,813.6652215126317,2946.487,5004.865,0.19304271128881734,10633
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: grey,5,599.05,1009.363563343506,0.0,2329.431,1.6849404279167117,72647
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: hbc,1,623.261,,623.261,623.261,,40
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: hc,5,4750.4256000000005,317.2637794868804,4489.234,5265.356,0.06678639056822201,2861
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: int,5,4213.3528,232.58465611836894,3988.067,4596.894,0.05520179941218522,7985
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: lfbs,5,4444.827,128.85314866350748,4337.937,4665.923,0.028989463181245855,31388
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: lfbst,5,2741.5222000000003,2504.994562180565,0.0,4716.091,0.9137239750167132,8954
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: lot,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: lotg,5,1493.2134,1015.2897076841172,107.206,2618.625,0.6799361080500061,409
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mct,2,4424.773,360.569304076207,4169.812,4679.734,0.08148876881959978,84
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfb,2,2448.3179999999998,625.1615905284007,2006.262,2890.374,0.2553432971241484,3
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfbc,5,4212.4202000000005,614.0462901978159,3232.901,4741.936,0.14577042674845586,16967
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfbs,5,4168.799400000001,671.5221385898608,3057.193,4725.371,0.16108286203213823,19707
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfbse,5,3178.649,2094.2840460068924,0.0,4678.302,0.658859800502318,1837
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfbsma,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mfsbshy,5,3936.2093999999997,1019.2401774146759,2261.725,4815.311,0.258939521209079,2740
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: mtt,3,3345.2926666666667,336.69243634856633,3012.375,3685.637,0.10064663092214741,365
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: nst,3,4287.723666666667,938.2493326303694,3517.493,5332.665,0.21882224825364663,334
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: och,3,1499.8346666666666,1591.8915677716034,0.0,3170.073,1.0613780326264428,421
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: opt,3,2446.5643333333333,764.2197231427184,1680.882,3209.313,0.3123644503153136,1287
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: or,5,4603.7194,164.540804262347,4371.046,4771.324,0.03574084125595209,7604
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: pc,2,3390.682,853.6207204619623,2787.081,3994.283,0.2517548742294212,159
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: root,5,3689.03,73.9863639024111,3575.212,3759.419,0.0200557772374882,508239
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: sAMY,3,3548.638333333333,704.7897042730783,2756.355,4105.851,0.19860849093941058,12614
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: scwm,5,4424.2858,633.2158449657588,3954.513,5501.916,0.14312272615068378,1409
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: sm,2,2413.973,3413.8733558024674,0.0,4827.946,1.4142135623730951,535
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: st,5,4143.1298,503.55000523105934,3479.926,4621.597,0.12153855407355554,1666
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: stc,2,3909.9300000000003,63.28181427550882,3865.183,3954.677,0.016184896986776956,439
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,Right,Right: sup,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,DAPI,DAPI+,,allen_mouse_10um_java,5,3692.4103999999998,69.01146018814565,3625.396,3766.47,0.018690083905122154,1016741
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AAA,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: ACB,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AD,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: ADP,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AHN,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AI,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp1,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp2/3,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp5,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp6a,5,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AIp6b,4,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AM,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AMd,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AMv,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: APN,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: ASO,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: ATN,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUD,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd1,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd2/3,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd4,1,0.0,,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd5,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd6a,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDd6b,2,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDp,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDp1,3,0.0,0.0,0.0,0.0,,0
sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,TdT,TdT+,Left,Left: AUDp2/3,3,0.0,0.0,0.0,0.0,,0
