slice,config_tag,region,hemisphere,is_leaf,marker,class,count,density
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PVHd","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: AHN","Right",false,DAPI,DAPI+,2282,4646.750
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: AHN","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PVR","Right",false,DAPI,DAPI+,628,4741.426
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PVR","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SBPV","Right",true,DAPI,DAPI+,319,4280.343
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SBPV","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SCH","Right",true,DAPI,DAPI+,309,5334.681
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SCH","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fiber tracts","Right",false,DAPI,DAPI+,11588,3934.185
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fiber tracts","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lfbs","Right",false,DAPI,DAPI+,6918,4337.937
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lfbs","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lfbst","Right",false,DAPI,DAPI+,3206,4716.091
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lfbst","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: or","Right",false,DAPI,DAPI+,2099,4771.324
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: or","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ar","Right",true,DAPI,DAPI+,986,4665.893
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ar","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: em","Right",true,DAPI,DAPI+,121,4236.730
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: em","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cc","Right",true,DAPI,DAPI+,1953,3908.536
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fp","Right",true,DAPI,DAPI+,1384,4039.568
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fp","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fa","Right",true,DAPI,DAPI+,346,3985.620
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fa","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ec","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ec","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ccs","Right",true,DAPI,DAPI+,192,3461.813
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ccs","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ee","Right",true,DAPI,DAPI+,31,2095.964
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ee","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: int","Right",true,DAPI,DAPI+,1759,4235.581
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: int","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cst","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cst","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbs","Right",false,DAPI,DAPI+,2903,4039.469
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbs","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbc","Right",false,DAPI,DAPI+,2538,4025.970
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbc","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fxs","Right",false,DAPI,DAPI+,1736,3930.521
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fxs","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: alv","Right",true,DAPI,DAPI+,385,2401.654
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: alv","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: hc","Right",true,DAPI,DAPI+,669,4778.929
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: hc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: dhc","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: dhc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fi","Right",true,DAPI,DAPI+,580,4899.515
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fi","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fxpo","Right",true,DAPI,DAPI+,102,4435.373
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fxpo","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fx","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fx","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cing","Right",true,DAPI,DAPI+,310,4402.681
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cing","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: amc","Right",true,DAPI,DAPI+,257,3822.751
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: amc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: st","Right",false,DAPI,DAPI+,235,4599.306
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: st","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: stc","Right",true,DAPI,DAPI+,119,3954.677
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: stc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfsbshy","Right",false,DAPI,DAPI+,365,4135.895
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfsbshy","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbse","Right",true,DAPI,DAPI+,221,4493.589
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbse","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fr","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: fr","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mtt","Right",true,DAPI,DAPI+,144,3685.637
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mtt","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbsma","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: mfbsma","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cm","Right",false,DAPI,DAPI+,958,2576.493
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: cm","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IIn","Right",false,DAPI,DAPI+,916,2703.535
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IIn","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: opt","Right",true,DAPI,DAPI+,413,2449.498
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: opt","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: och","Right",true,DAPI,DAPI+,273,3170.073
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: och","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: bsc","Right",true,DAPI,DAPI+,230,2735.108
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: bsc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lotg","Right",true,DAPI,DAPI+,2,107.206
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lotg","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lot","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: lot","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: In","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: In","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: pc","Right",true,DAPI,DAPI+,40,2787.081
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: pc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IIIn","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IIIn","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: nst","Right",true,DAPI,DAPI+,102,3517.493
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: nst","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: epsc","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: epsc","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: eps","Right",true,DAPI,DAPI+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: eps","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: scwm","Right",true,DAPI,DAPI+,74,4471.006
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: scwm","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: DORpm","Right",false,DAPI,DAPI+,10424,3541.654
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: DORpm","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: LAT","Right",false,DAPI,DAPI+,4028,3779.171
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: LAT","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PO","Right",true,DAPI,DAPI+,2218,3734.295
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PO","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: LP","Right",false,DAPI,DAPI+,1233,3887.406
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: LP","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: Eth","Right",true,DAPI,DAPI+,423,3577.212
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: Eth","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: POL","Right",true,DAPI,DAPI+,154,4223.616
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: POL","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: MED","Right",false,DAPI,DAPI+,2766,3606.468
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: MED","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: MD","Right",false,DAPI,DAPI+,1474,3706.432
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: MD","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SMT","Right",true,DAPI,DAPI+,745,3475.106
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: SMT","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IMD","Right",true,DAPI,DAPI+,278,3451.250
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: IMD","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PR","Right",true,DAPI,DAPI+,269,3618.712
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PR","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ILM","Right",false,DAPI,DAPI+,2338,4014.729
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: ILM","Right",false,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PF","Right",true,DAPI,DAPI+,1223,4327.282
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PF","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PCN","Right",true,DAPI,DAPI+,447,3405.581
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: PCN","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: CM","Right",true,DAPI,DAPI+,316,4166.258
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: CM","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: CL","Right",true,DAPI,DAPI+,169,3504.334
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: CL","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: RH","Right",true,DAPI,DAPI+,183,4121.477
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: RH","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: RT","Right",true,DAPI,DAPI+,978,4637.947
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: RT","Right",true,TdT,TdT+,0,0.000
wBA1-2_2-1_s4_MIP.ome.tiff - wBA1-2_2-1_s4,sigma2.0_nPeak2_prom500_min20.0_max250.0_exp5.0,"Right: GENv","Right",false,DAPI,DAPI+,314,2982.444
